Movie Title,Ratinng,genre,act,Plot
Mahaanta,4.0,"Action, Crime, Drama","Jeetendra, Poonam Dhillon, Sanjay Dutt, Madhuri Dixit, Mohsin Khan, Sumalatha, Amrish Puri, Paresh Rawal, Saeed Jaffrey, Satyendra Kapoor, Shakti Kapoor, Kishore Bhanushali, Snehal Dabi, Salim Khan Ding-Dong, Brij Gopal, Shashi Kiran, Mehmood Jr., Raza Murad","wedding, police officer, friendship, revenge, arrest"
Pyar Jhukta Nahin,6.4,"Family, Romance","Mithun Chakraborty, Padmini Kolhapure, Danny Denzongpa, Bindu Desai, Master Vicky, Madhu Malini, Sudha Chopra, Vikas Anand, R. Sharda, Seema Deo, Ratna Bhooshan, Chaman Puri, Darshan, Sarita Devi, Govardhan Asrani, Pinchoo Kapoor, Manmohan Krishna, Roopesh Kumar",sorry
Aitbaar,4.6,"Action, Drama, Musical","Amitabh Bachchan, John Abraham, Bipasha Basu, Supriya Pilgaonkar, Ali Asgar, Shruti Ulfat, Ramona Sunavala, Tom Alter, Sumukhi Pendse, Arun Kannan, Raja Sevak, Dibyendu Bhattacharya, Pramod Moutho, Prithvi Zutshi, Amardeep Jha, Firdaus Mevawala","college, drowning, battered woman, abusive relationship, father daughter love, fire, piano, axe, elevator, psychotic"
22 Yards,5.8,Sport,"Barun Sobti, Amartya Ray, Rajit Kapoor, Panchi Bora, Rajesh Sharma, Chaiti Ghosal, Geetika Tyagi, Mrinal Mukherjee, Kalyan Chatterjee, Pallavi Chatterjee, Vikram Kochhar, Kartikey Tripathi, Navjot Singh, Subrata Guha Roy, Surya Kar, Partha Rudra, Subhomoy Das, Moinak Sengupta","agent, cricket match, cricket player, bowl, sportsman, comeback"
Paisa Vasool,4.3,"Action, Comedy","Nandamuri Balakrishna, Shriya Saran, Vikramjeet Virk, Musskan Sethi, Kyra Dutt, Mohammad Ali, Joy Badlani, Dhritiman Chatterjee, Pavitra Lokesh, Prudhviraj, Sairaj Suthari, Amit Tiwari, Temper Vamsi","government agent, gangster, crime lord, train station, bound and gagged, boyfriend girlfriend relationship"
Ilaaka,4.6,"Action, Drama","Mithun Chakraborty, Sanjay Dutt, Madhuri Dixit, Amrish Puri, Amrita Singh, Dalip Tahil, A.K. Hangal, Goga Kapoor, Dharmendra, Rakhee Gulzar, Mac Mohan, Johny Lever, Om Puri, Avtar Gill, Jagdeep, K.K. Raj, Gurbachan Singh, Asha Sharma","friendship, revenge, police officer, police station, father son relationship, mother son relationship, tough cop, tough guy, honesty, end of friendship, female police officer, adopted son, bootlegger, two man army, death of father, title spoken by character, widow, knife, fistfight, murder, brawl, brothel, train tracks, attempted murder, bail, newspaper, beating, shot in the leg, whistling, police commissioner, handicapped, suitcase, prostitution, undercover, hockey stick, roadblock, police raid, villain not really dead cliche, audio surveillance, hidden microphone, gangster, rescue, betrayal, arrest, jail, machine gun, escape, abduction, teacher, showdown, bribe, frame up, shot to death, smuggler, pistol, interrogation, police"
Kisse Pyaar Karoon,3.3,"Action, Comedy, Crime","Arshad Warsi, Aashish Chaudhary, Yash Tonk, Udita Goswami, Aarti Chhabria, Shweta Menon, Ashish Vidyarthi, Shakti Kapoor, Vindu Singh Randhawa, Adi Irani, Jeetu Verma, Shashi Kiran, Arun Verma, Brahma Bagwan, Praveen, Vrajesh Tripathi",sorry
Dil Apna Aur Preet Parai,6.6,"Musical, Romance","Raaj Kumar, Meena Kumari, Nadira, Ruby Mayer, Tun Tun, Helen, Shammi, Kumar, Kumari Naaz, Pratima Devi, Bihari, Yusuf, Eruch Tarapore, Ravi, Om Prakash, Edwina","love, death, jealousy, mother son relationship, five word title, boat, title sung by character, nurse, surgeon, hospital, fishing net, marriage, stomach cancer, stage play, beach, doctor, little sister, love triangle, reckless driving"
Mujrim,4.5,"Action, Crime, Musical","Joy Mukherjee, Kumud Chuggani, Dev Kumar, Jayant, Nishi Kohli, Brahmachari, Hiralal, Rajan Haksar, Kundan, Balwant, Jayshree Talpade, Meenaxi, Rekha Chauhan, Roopali, Birbal, Rirkoo, Uma Dutt, Kapila","court, little person, truck, village, smuggler, conspiracy, bomb, attempted murder, apartment building"
Ranbanka,3.5,Action,"Manish Paul, Ravi Kishan, Pooja Thakur, Rudra Kaushish, Avya Agarwal, Avinash Dwivedi, Navi Bhangu, Yug Chaudhary, Brij Parashar","goon, fight, engineer, mathura india, killer"
Kaamchor,6.5,"Drama, Family","Rakesh Roshan, Jaya Prada, Tanuja Samarth, Sujit Kumar, Neeta Mehta, Suresh Oberoi, Shreeram Lagoo, Pinchoo Kapoor, Master Bhagwan, Govardhan Asrani, Moolchand, Sonu Nigam, Sudhir Dalvi","lazy, marriage for money, easy money, remake"
Sadhu Aur Shaitaan,0.0,sorry,sorry,social
Tadipaar,4.8,"Action, Drama","Mithun Chakraborty, Pooja Bhatt, Anupam Kher, Avtar Gill, Gulshan Grover, Sadashiv Amrapurkar, Tiku Talsania, Juhi Chawla, Makrand Deshpande, Vikram Gokhale, Suraj Kumaar Jaiswal, Javed Khan Amrohi, Gavin Packard, Kunika Sadanand, Veeru Krishnan",sorry
Karma Aur Holi,2.8,Drama,"Rati Agnihotri, Armin Amiri, Kulraaj Anand, Farah Bala, Lisa Branch, Naomi Campbell, Vikram Chatwal, Vincent Curatola, Drena De Niro, Sticky Fingaz, Claire Fricke, Rupak Ginn, Randeep Hooda, Suchitra Krishnamoorthi, Shauvik Kundagrami, Maya Lilly, Suresh Oberoi, Kumar Pallana",sorry
Anand Ashram,7.3,"Drama, Family","Ashok Kumar, Uttam Kumar, Sharmila Tagore, Rakesh Roshan, Moushumi Chatterjee, Utpal Dutt, Anita Guha, Asit Kumar Sen, Manik Dutt, Chandrima Bhaduri, Alankar Joshi, Prema Narayan, C.S. Dubey, Master Ravi, Master Raju, Samar Roy, Santi Chatterjee, Tushar Dey",sorry
Teesra Kaun,6.8,"Action, Crime, Drama","Feroz Khan, Shashikala Jawalkar, Shyam Kumar, Rajan Haksar, Ram Singh, Kundan, Kamal Mehra, Jankidas, Mirza Musharraf, Paro, Chandrima Bhaduri, Sabina, Indira Bansal, G.M. Durrani, Paresh Kumar, Rajendar Singh, Habib, B.K. Pereira","police, restaurant, police investigation, murder, murder mystery, gun, fight, disguise, car crash, boat"
Hindustan Ki Kasam,3.4,"Action, Drama","Amitabh Bachchan, Ajay Devgn, Manisha Koirala, Sushmita Sen, Farida Jalal, Navin Nischol, Prem Chopra, Shahbaaz Khan, Pramod Moutho, Gulshan Grover, Kader Khan, Goga Kapoor, Kashmira Shah, Salim Khan Ding-Dong, Arjun, Shakti Kapoor, Jaswir Kaur, Sukhwinder Singh","terrorist, muslim, hindu, dual role, twins separated at birth, airport, writer, action hero, soldier, indian flag, patriotism, patriot, three word title"
Raaj Tilak,0.0,sorry,sorry,"exploitation film, equestrian, kill, horseback riding, farmer, krug, wizard, rescue, king, kingdom, neighbor, village, capture, farm, death, friend, brother in law, rope around neck, blood splatter, amazon woman, adoption, raid, standoff, witchcraft, peasant, black magic, hand to hand combat, disarming someone, staff, combat, shot with a bow and arrow, sword and sandal, sword and fantasy, peasant army, based on video game, machete, mixed martial arts, martial arts, monster, battlefield, tough guy, hero, action hero, bell ringing, escape, presumed dead, suicide contemplation, climbing a rope, fight, man on fire, duel, thunder, lightning, showdown, blackbird, turnip, gorge, necklace, shovel, long lost son, long lost father, telekinesis, library, hanging upside down, anti toxin, pillage, death of grandson, death of nephew, death of grandmother, death of grandfather, armor, marketplace, half man half beast, passion, reading, book, pregnancy, map, deception, wine, sword held to one's throat, subjective camera, tears, crying, pride, prisoner, hayloft, fictional war, fantasy world, mountain, memory, honor, rampage, siege, violence, blood, survival, retreat, explosion, hanging, running, neck breaking, eating, food, destiny, courage, captive, army, pig, falling from height, falling into a river, woods, audio flashback, flashback, slow motion scene, pursuit, chase, dying, stabbing, knife, farming, horse riding, horse, torture, vengeance, love, murder, friendship, boy, black blood, ransacking, father daughter relationship, husband wife relationship, brother sister relationship, grandmother grandson relationship, grandfather grandson relationship, kiss, family relationships, male female relationship, mother son relationship, father son relationship, sorcerer, epic, title in title, valley, throat slitting, tear on cheek, sword duel, spear, smoke, shot with an arrow, reunited with parent, rain, rain of arrows, power thransfer, mist, levitation, imprisonment, immolation, heir to the throne, funeral pyre, falling off horse, death of a king, climbing a tree, cavalry, catapult, armored horse, archer, ally, wedding, warning bell, upward camera shot, trap, throne, telescope, swinging on a vine, suit of armor, strawberry, stabbed in the stomach, split rail fence, sorcery, shroud, running for one's life, poison, pickaxe, pet pig, lake, kidnapped child, horse and wagon, hanged by the neck, grief, grave, grape, forest, flame, facial scar, death of parents, dagger, crow, chopping wood, candle, burning barn, burial, bridge, boomerang, axe, attack, cult film, supernatural power, kidnapping, fire, murder of a child, bell tower, wizards' duel, warrior, warrior woman, villain, tragedy, sword, sword fight, soldier, slave, revenge, princess, ninja, uncle nephew relationship, missing son, medieval times, massacre, magic, loss of son, lieutenant, heroism, heir, greed, good versus evil, genocide, general, forced labor, flaming arrow, dungeon, duke, defiance, concubine, commander, castle, bravery, bow and arrow, battle, sword and sorcery, death of mother, death of son, death of father, trash movie"
Kissa Kursi Ka,7.8,"Comedy, Drama, Fantasy","Shabana Azmi, Raj Babbar, Chaman Bagga, Utpal Dutt, Raj Kiran, Katy Mirza, Surekha Sikri, Manohar Singh, Rehana Sultan, Swapna Sundari",evil
Doosra Aadmi,6.4,"Drama, Family, Romance","Shashi Kapoor, Rishi Kapoor, Neetu Singh, Rakhee Gulzar, Deven Verma, Parikshit Sahni, Satyendra Kapoor, Geeta Kak, Beena Banerjee, Ramesh Tiwari, Chandu, Rajan Verma, Hangama, Javed Khan Amrohi, Kiran Vairale, Babu Kumar, Subhash, R.S. Chopra",present
Shagird,7.0,"Action, Crime, Drama","Nana Patekar, Mohit Ahlawat, Rimi Sen, Anurag Kashyap, Zakhir Hussain, Master Ahan Desai, Rajiv Gupta, Asawari Joshi, Jai Kalra, Vijay Kaushik, Jahangir Khan, Mushtaq Khan, Shakti Kumar, Nassar, Sitaram Panchal, Anna Maria Pinna, Vishwajeet Pradhan, Nagesh Salwan","action thriller, cop cop conflict, kidnap plot"
Saaz,6.5,"Drama, Musical","Shabana Azmi, Aruna Irani, Zakir Hussain, Ayesha Dharker, Parikshit Sahni, Vaidehi Warerkar, Raghuvir Yadav",sorry
Adventures of Tarzan,4.3,"Action, Adventure, Comedy","Kimi Katkar, Dalip Tahil, Om Shivpuri, Hemant Birje, Narendranath Malhotra, Raja Duggal, R.S. Malik, Suresh, Narinder Anand, Durga Prasad, Gautam Sarin, Sunita, Sudhir, Harbans Darshan M. Arora, Tyrone Aviet, Gorilla, Roopesh Kumar, Babbar Subhash","bare chested male, rescue, father daughter relationship, woman in jeopardy, jungle, circus, tiger, snake bite, snake, three word title, seduction, waterfall, kiss, lust, character name in title"
Censor,6.0,"Horror, Mystery","Niamh Algar, Michael Smiley, Nicholas Burns, Vincent Franklin, Sophia La Porta, Adrian Schiller, Clare Holman, Andrew Havill, Felicity Montagu, Danny Lee Wynter, Clare Perkins, Guillaume Delaunay, Richard Glover, Erin Shanagher, Beau Gadsdon, Amelie Child Villiers, Matthew Earley, Ric Renton","1980s, film censor, mysterious disappearance, cabin in the woods, video nasty, england, static on tv screen, watching a horror movie, video nasties as subject, video, missing child, lost in the woods, loss of daughter, film director, vhs rental store, vhs tape, dream sequence, mistaken identity, projection room, film canister, writing down an address, mob of reporters, typewriter, award trophy, film producer, notepad, train, smoking, records room, haunted wood, film set, makeup artist, making a horror film, newspaper headline, splashed with blood, fake blood, polaroid camera, foggy night, woman drives a car, film camera, wielding an axe, rainbow, suburban family, anonymous telephone call, sister sister relationship, sister, retro, blood, grindhouse film, violence, female vomiting, candy cinema, trophy used as weapon, one word title, co written by director, timeframe 1980s, title directed by female, year 1985, surrealism, tape"
Kinara,6.9,"Drama, Romance","Jeetendra, Hema Malini, Dharmendra, Shreeram Lagoo, Keshto Mukherjee, Leela Mishra, Om Shivpuri, Dina Pathak","love, dance, uncle nephew relationship, grief, dancer, redemption, car accident, loss of loved one, blindness, book, forgiveness, heartbreak, remorse, blind woman, loss of eyesight"
Yehi Hai Zindagi,6.8,"Comedy, Drama","Sanjeev Kumar, Utpal Dutt, David Abraham, Romesh Sharma, Ramesh Deo, Lucky Ali, Vikram Gokhale, Umesh Sharma, Adil, Rajbaldeo, J.N. Anand, V.D. Puranik, Prakash, Madhukar, Kiran, Hanumanthachari, Raghavaiah, Tarunkumar Gupta","family relationships, dysfunctional family, hindu, talking to god, depiction of god, faith, hotel, restaurant, father son relationship, divine intervention, religion"
Bhram,6.3,Horror,"Kalki Koechlin, Omkar Kapoor, Raj Zutshi, Mir Sarwar, Chandan Roy Sanyal, Sangeeta Ghosh, Eijaz Khan, Jashn Agnihotri, Vikram Kochhar, Satyadeep Misra, Sanjay Suri, Bhumika Chawla, Anjali Tatrari, Vikram Dwivedi, Harsh Vashisht, Aashit Chatterjee, Garima Kaushal, Ansh Sinha",writer
Main Tulsi Tere Aangan Ki,0.0,sorry,sorry,based on novel
Kaajal,6.6,"Drama, Musical, Romance","Meena Kumari, Dharmendra, Padmini, Raaj Kumar, Helen, Durga Khote, Gajanan Jagirdar, Ramayan Tiwari, Mahendra, Tun Tun, Thelma, Gopal Sehgal, Vijay Maria, Keshav Rana, Abhimanyu Sharma, Madhu Apte, Devi Chand, Hardayal Singh","death, husband wife relationship, dysfunctional marriage, drinking, attempted suicide, guilt, death of brother, courtesan, brother sister relationship"
Anth,6.0,"Action, Crime, Thriller","Nagarjuna Akkineni, Urmila Matondkar, Danny Denzongpa, Salim Ghouse, Akash Khurana, Horse Babu, Dubbing Janaki, Rallapalli, Gokina Rama Rao, Narra Venkateswara Rao","gangster, love, anti hero, hitman"
Jai Santoshi Maa,7.2,"Drama, Family","Nushrratt Bharuccha, Lalit Tiwari, Sanjay Swaraj, Shashi Sharma, Raj Khan, Parakh Madan, Shameem Ali, Anisha Hinduja, Virendra Singh, Abhijeet Lahiri, Garima Kapoor, Nishikant Dixit, Purva Parag, Fahim Khan, Farida Dadi, Kanwar Jagdish, Raqesh Bapat, Sahila Chaddha",sorry
Doodh Ka Karz,4.6,"Action, Drama, Fantasy","Jackie Shroff, Neelam Kothari, Prem Chopra, Aruna Irani, Raza Murad, Goga Kapoor, Gulshan Grover, Sadashiv Amrapurkar, Amrish Puri, Kuldeep Pawar, Rammohan Sharma, Bob Christo, Sudhir, Mohan Choti, Guddi Maruti, Tom Alter, Birbal, Anant Jog","revenge, temple, beaten to death, murder, telephone call, cobra, anger, blackmail, prostitute, snake charmer, framed for murder, diamond, priest, robbery, knife, breast feeding, lactation, breast milk, diamond necklace, unrequited love, snake bite, sucking venom from snake bite, love triangle, manipulation, whipping, arms tied overhead"
Humse Badhkar Kaun,0.0,sorry,sorry,"orphanage, con man, bail, prison, twin brother, politician, threat, bar, brother brother relationship"
Tohfa,5.0,"Drama, Romance","Jeetendra, Jaya Prada, Sridevi, Aruna Irani, Kader Khan, Shakti Kapoor, Jagdeep, Leela Mishra, Urmila Bhatt, Mohan Choti, Jayshree Talpade, Rahul Singh","death, sister sister relationship, love triangle, illegitimate son, single mother, blood splatter, train, marriage, attempted rape, arrest, boy, mother son relationship, grandmother grandson relationship, office, slacker, release from prison, train compartment, fight in a train compartment, attempted child murder, stabbed in the back, breaking down a door, remake"
Ek Tha Raja,3.8,"Action, Thriller","Aditya Pancholi, Suniel Shetty, Saif Ali Khan, Neelam Kothari, Pratibha Sinha, Indrani Banerjee, Kader Khan, Shakti Kapoor, Alok Nath, Aruna Irani, Mohan Joshi, Avtar Gill, Rana Jung Bahadur, Shiva Rindani, Jack Gaud, Gavin Packard, Yogi Singh, Anil Yadav","ex convict, police officer, gangster, fire, criminal, husband wife relationship, father son reunion, family reunion, separation of family, prison"
Motu Patlu: King of Kings,6.5,"Animation, Adventure, Comedy","Saurav Chakraborty, Vinay Pathak",team
Anmol,5.0,"Drama, Family, Romance","Maya Alagh, Sudha Chopra, Anil Dhawan, Sunil Dhawan, Deep Dhillon, Puneet Issar, Saeed Jaffrey, Rishi Kapoor, Rubina Khan, Shashi Kiran, Manisha Koirala, Johny Lever, Maqsood, Jaya Mathur, Sujata Mehta, Gufi Paintal, Sushma Prashant, Dara Singh Randhawa",singer
Ishq Forever,4.2,Romance,"Krishna Chaturvedi, Ruhi Singh, Jaaved Jaaferi, Lisa Ray, Mahesh Balraj, Zakhir Hussain, Ruby Kakar, Raza Murad, Chetan Pandit, Sachin Parikh, Denzil Smith, Arif Zakaria",sorry
Besharam,3.5,"Action, Comedy, Romance","Ranbir Kapoor, Pallavi Sharda, Rishi Kapoor, Neetu Singh, Amitosh Nagpal, Jaaved Jaaferi, Neha Atri, Rajkumar Kanojia, Ciara A. Lyons, Elly Meyers, Manju Sharma, Shravan Shishpal Shibag, Himani Shivpuri, Abhay Pratap Singh, Inder Pal Singh, Navmeet Singh, Surender Thakur","police inspector, gangster, stolen car"
Ek Haseena Thi Ek Deewana Tha,2.2,Drama,"Shiv Darshan, Natasha Fernandez, Upen Patel, Lalit Tiwari, Krishan Tandon, Dimppy Ramdayal, Rumi Khan, Soni Kaur, Blake Allan, Yesmien BaghAli, Rachel Birchall, Jas Chattha, Rene Costa, Grant Crookes, Anthony G Hamer, Lee Nicholas Harris, Shirley-Anne Hellyar, Lanina Holly",visit
Geet Gaata Chal,7.3,"Comedy, Drama, Family","Sachin Pilgaonkar, Sarika Thakur, Urmila Bhatt, Madan Puri, Padma Khanna, Manher Desai, Leela Mishra, Minoo Mehtab, Khyati, Agha, Dhumal, V. Gopal, Mehmood Jr., Sunder, Swati, Ramayan Tiwari","remake, singer, rural setting"
Chhota Bheem and the Throne of Bali,0.0,sorry,sorry,friendship
Hume Tumse Pyaar Kitna,4.1,"Action, Drama, Romance","Karanvir Bohra, Priya Banerjee, Mahesh Balraj, Juhi Chawla, Sameer Kochhar","attraction, obsessive love"
Haseena Maan Jayegi,6.3,"Action, Comedy, Romance","Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra, Kader Khan, Paresh Rawal, Satish Kaushik, Aruna Irani, Anupam Kher, Ashish Vidyarthi, Aashif Sheikh, Razak Khan, Pushpa Verma, Mohan Joshi, Bindu Desai, Govardhan Asrani, Shakti Kapoor, Anil Dhawan","prank, father son relationship, misunderstanding, abduction, speaking in another voice, restaurant, prank call, prank telephone call, gangster, horse riding, horse, posing as one's uncle, brother brother relationship"
